14
20 79
2 16 27
5 29 32
13 6 71
29 6 53
17 14 2
17 15 37
17 24 56
17 9 45
19 28 66
4 30 23
27 7 45
26 16 32
11 1 32
7 1 34
22 29 80
22 3 2
17 21 66
22 12 45
13 2 39
5 10 53
16 5 45
3 17 75
11 23 78
22 14 24
18 4 12
15 21 90
19 30 53
29 2 75
29 27 15
28 6 21
30 2 78
11 28 86
15 13 54
6 14 18
4 2 21
22 2 87
30 11 4
23 12 10
21 26 79
24 30 63
22 30 25
24 9 19
30 20 30
27 21 53
24 26 91
17 25 65
22 17 54
20 2 10
30 28 59
3 13 82
26 15 89
17 19 48
17 7 5
10 23 98
24 25 15
6 17 3
11 2 53
9 27 86
27 3 94
30 27 25
29 23 60
9 8 49
18 30 66
24 8 76
11 27 95
16 29 49
17 26 73
12 5 15
11 9 41
12 8 9
25 25 74
19 10 42
30 17 67
10 1 50
4 16 5
9 7 93
25 26 98
9 18 21
16 22 3
3 23 29
18 22 58
25 22 66
28 5 58
20 9 44
2 18 43
14 15 92
14 27 53
4 22 94
12 30 88
16 25 15
3 28 66
20 29 47
14 19 75
4 27 22
21 2 55
11 12 47
18 16 59
27 2 65
12 7 47
11 8 32
30 8 30
25 12 90
20 12 5
9 12 44
7 10 11
28 20 95
6 27 43
1 27 89
6 24 70
28 27 87
23 19 47
25 27 55
17 16 66
23 15 50
9 19 13
19 12 70
16 6 45
30 30 49
21 22 95
9 15 48
25 3 18
13 18 27
27 19 97
10 15 47
29 24 36
23 25 34
24 19 61
6 30 95
20 23 19
10 14 68
19 20 83
19 4 7
14 1 3
17 17 34
18 25 97
22 28 48
16 13 64
20 22 17
3 24 80
14 30 73
18 23 11
24 24 50
2 12 58
19 7 39
13 20 49
1 30 36
6 21 14
8 5 72
18 7 13
3 20 34
13 29 86
30 16 88
6 4 18
29 7 34
29 11 87
5 2 52
3 3 16
11 25 32
16 28 39
28 9 51
26 7 55
7 23 31
12 28 71
19 21 17
5 23 2
23 8 59
7 30 19
10 24 37
24 1 10
14 24 85
4 23 29
18 11 29
9 26 25
1 25 10
9 6 41
17 4 74
2 24 52
10 16 20
29 28 37
17 20 16
8 4 81
5 9 6
24 5 15
7 11 10
21 13 5
29 1 22
29 9 63
1 28 23
26 27 76
11 26 31
24 16 89
1 16 25
16 7 57
26 3 45
21 8 98
25 20 82
8 22 31
2 19 27
8 8 58
21 7 33
12 29 88
15 22 97
3 29 82
28 14 24
11 14 43
14 14 54
19 15 54
25 15 71
11 3 59
22 22 4
15 27 78
7 13 79
5 25 69
14 23 17
10 2 22
1 18 88
17 29 43
22 6 70
11 16 74
26 4 79
1 21 68
25 29 50
16 27 98
26 13 49
19 11 63
6 25 57
7 4 74
10 30 67
4 12 88
18 19 60
6 3 43
3 1 50
2 26 78
18 27 54
25 30 32
28 23 22
3 7 12
16 8 64
18 5 86
8 7 49
11 4 38
28 17 23
13 23 38
1 8 2
13 27 96
10 10 1
20 15 87
20 1 19
1 9 28
26 8 54
3 15 40
28 7 86
7 25 2
18 26 28
29 29 82
18 18 83
27 10 33
24 22 48
26 1 11
14 13 86
30 3 11
12 6 21
27 27 79
28 10 16
21 30 65
15 1 29
19 26 78
19 25 53
28 2 4
4 28 10
25 21 51
25 9 82
1 17 64
24 18 16
2 15 6
30 23 15
13 17 74
27 17 83
6 2 11
1 12 30
18 29 96
10 11 8
11 5 76
30 29 45
23 21 30
17 8 12
22 27 61
4 10 48
4 25 30
9 30 47
23 22 67
13 24 42
9 23 55
28 18 84
20 11 5
18 14 75
24 20 41
25 13 61
8 15 56
4 21 90
10 13 57
5 19 44
23 6 30
20 20 54
11 17 81
16 14 30
25 2 39
8 14 67
28 25 82
18 8 54
15 16 42
26 5 76
22 1 11
23 16 95
26 28 38
72 1871
1 2 810
2 3 516
3 4 105
4 5 951
5 6 661
6 7 300
7 8 939
8 9 294
9 10 432
10 11 879
11 12 709
12 13 973
13 14 99
14 15 305
15 16 860
16 17 886
17 18 795
18 19 520
19 20 238
20 21 824
21 22 868
22 23 946
23 24 391
24 25 887
25 26 551
26 27 992
27 28 942
28 29 237
29 30 799
30 31 66
31 32 847
32 33 341
33 34 894
34 35 21
35 36 889
36 37 738
37 38 29
38 39 291
39 40 842
40 41 27
41 42 548
42 43 530
43 44 418
44 45 593
45 46 974
46 47 439
47 48 190
48 49 156
49 50 929
50 51 68
51 52 86
52 53 683
53 54 532
54 55 48
55 56 337
56 57 507
57 58 794
58 59 958
59 60 151
60 61 243
61 62 247
62 63 369
63 64 152
64 65 477
65 66 520
66 67 990
67 68 715
68 69 550
69 70 7
70 71 154
71 72 89
3 24 54
52 35 5
25 57 87
9 5 96
69 44 30
47 24 36
19 34 52
16 46 66
62 56 22
8 46 64
43 7 87
11 44 95
7 26 87
53 56 42
56 57 2
57 10 30
26 35 67
4 70 52
34 2 14
5 55 53
70 29 58
68 17 73
3 9 22
43 57 9
29 45 29
67 7 52
13 58 2
25 50 1
19 43 14
66 25 19
6 54 43
63 51 55
56 72 38
70 59 75
25 55 25
66 7 58
66 55 52
65 35 53
14 72 35
53 27 46
52 8 7
56 28 91
67 58 14
58 36 82
58 1 66
30 68 19
36 66 80
48 32 65
9 70 33
2 44 47
25 17 27
46 25 87
26 43 11
12 48 50
30 12 5
15 55 81
7 55 7
22 55 51
40 30 62
70 13 19
1 35 36
33 20 56
70 43 77
5 45 24
16 52 77
29 69 49
69 23 50
48 55 31
67 62 8
62 11 57
40 6 52
15 48 64
25 34 89
59 27 40
39 45 89
61 47 89
40 65 57
65 60 66
22 49 43
27 13 67
54 33 32
56 17 7
1 7 70
64 29 33
54 32 44
68 24 20
62 59 86
37 49 3
5 15 79
54 42 29
72 36 62
42 69 32
8 13 53
52 72 25
19 65 94
50 56 15
5 49 41
53 47 83
3 37 17
12 32 10
36 54 80
2 10 51
16 55 65
1 62 13
10 9 57
39 43 86
39 18 99
34 71 4
14 36 85
62 51 3
65 58 35
28 59 42
36 13 1
49 62 64
19 17 62
12 64 14
65 34 96
7 3 15
41 3 77
69 26 50
19 31 90
10 17 8
71 36 63
55 55 64
52 52 60
61 35 14
66 48 96
1 33 77
5 19 86
15 65 45
58 20 12
42 20 10
60 60 45
2 26 47
44 41 52
9 47 96
69 22 85
38 19 43
68 43 75
43 52 89
6 56 3
55 69 81
45 27 50
10 4 94
3 56 26
7 18 77
52 60 67
16 41 66
45 52 78
49 42 80
8 59 86
55 59 39
43 9 99
35 49 2
56 25 37
16 39 15
14 3 32
25 71 1
18 55 39
47 46 91
59 46 90
28 70 97
60 19 89
19 18 91
68 41 36
12 47 2
57 67 22
26 57 84
64 47 27
15 70 13
54 41 31
37 69 66
6 32 16
35 47 1
28 38 1
16 42 19
69 56 8
57 71 64
40 41 18
21 9 7
46 31 22
51 31 17
9 58 16
25 28 89
45 49 73
24 62 31
48 10 76
39 50 33
52 38 8
21 70 98
54 14 43
52 12 78
67 21 49
62 65 64
10 44 47
68 32 6
69 69 14
6 53 71
65 13 33
40 35 76
15 52 84
19 27 43
33 62 20
66 14 76
71 6 0
15 18 5
65 11 86
31 40 39
7 39 4
47 67 5
28 35 69
11 59 77
62 20 94
7 2 34
14 10 83
42 4 30
56 5 21
33 53 22
61 2 58
29 65 96
44 37 32
28 14 14
40 3 71
4 52 43
53 53 13
53 61 49
38 39 0
34 28 47
33 37 2
4 60 10
18 63 47
9 24 5
3 53 99
6 9 86
45 69 33
49 18 67
6 27 96
44 35 66
53 66 35
59 2 76
36 48 7
41 22 8
28 57 99
8 15 84
51 16 49
58 16 50
63 64 10
55 46 6
13 21 15
67 41 48
30 33 78
39 4 49
6 37 74
46 43 34
67 45 16
31 61 40
43 30 51
46 40 69
42 64 4
51 10 16
32 44 94
18 68 52
60 71 80
66 70 48
45 21 12
16 59 79
67 29 50
42 41 32
63 42 19
42 6 25
20 10 49
48 7 92
14 56 1
5 51 83
69 49 45
5 71 15
17 5 60
12 43 0
60 26 9
52 59 77
46 50 92
54 7 23
21 63 66
31 20 25
26 33 52
21 3 53
68 56 64
4 27 19
3 64 35
39 27 35
47 3 35
57 66 12
10 39 65
39 69 29
8 9 93
63 8 22
5 64 19
12 65 83
24 15 57
37 4 71
23 6 32
16 12 50
49 26 53
25 11 86
24 71 42
44 15 92
30 6 53
71 33 24
36 8 49
28 49 20
40 1 11
14 71 5
72 43 13
14 19 62
14 32 10
62 69 74
13 43 8
6 26 1
21 71 87
10 49 9
22 12 71
64 2 30
8 54 74
30 57 40
11 50 14
42 28 31
57 17 94
54 72 82
11 27 70
50 18 34
5 16 50
11 43 55
53 19 27
65 57 31
3 66 59
3 22 20
6 64 29
25 3 80
52 50 86
47 1 17
11 46 87
17 21 30
15 3 53
2 33 86
6 72 69
38 31 1
35 14 4
39 3 64
14 6 73
17 26 95
34 61 92
33 55 2
20 48 38
47 20 35
14 8 16
31 22 45
46 26 85
48 61 46
4 43 49
66 72 82
3 16 55
3 43 83
41 23 26
38 51 32
23 9 61
2 19 5
13 46 75
24 58 52
28 23 43
57 3 14
55 44 90
3 29 55
47 62 44
31 69 11
27 65 33
34 35 86
24 20 83
37 12 68
48 18 77
7 62 2
27 69 89
67 11 85
12 15 42
56 63 33
35 35 41
24 6 28
58 22 84
70 1 93
24 10 32
40 51 15
27 60 45
34 57 19
53 60 4
9 36 49
48 62 26
45 24 27
28 12 4
4 61 35
48 64 47
57 38 31
58 62 9
47 72 79
7 46 97
13 54 82
70 12 37
45 64 36
21 62 32
51 49 42
67 53 27
13 62 26
19 4 50
16 2 38
44 68 78
17 37 64
31 24 85
59 41 4
5 21 17
40 50 41
53 55 83
7 33 87
71 61 43
23 38 70
57 44 35
41 29 64
22 48 84
11 70 73
72 10 22
26 18 79
7 19 50
12 61 47
66 16 29
6 20 50
14 58 35
42 2 92
35 20 68
51 55 92
45 61 93
35 62 48
6 58 98
63 36 7
49 56 33
31 12 42
3 48 14
42 7 87
38 29 46
29 50 17
30 60 53
20 17 1
68 61 1
27 54 41
23 24 83
28 68 65
22 40 94
32 24 29
18 27 26
60 24 39
27 43 83
4 15 60
38 8 92
22 71 56
55 34 26
56 70 70
45 57 74
27 63 60
51 1 15
45 19 44
64 38 98
21 51 81
60 36 15
13 57 10
52 58 71
27 66 46
32 38 58
68 62 43
46 48 64
34 60 83
36 10 62
69 17 32
58 11 29
23 27 70
42 17 79
36 65 6
21 37 93
34 42 69
22 37 18
63 35 16
13 2 1
11 7 8
34 33 4
4 55 80
72 46 16
56 18 89
64 51 26
36 51 77
24 5 46
58 47 18
47 13 62
66 12 3
46 18 30
17 28 68
48 59 7
72 51 32
16 68 39
33 19 16
43 8 34
8 60 5
13 51 91
48 68 83
31 54 12
13 63 30
22 60 4
20 32 53
22 72 38
24 18 51
12 6 32
32 22 55
56 37 77
26 27 32
28 22 17
66 11 72
4 25 39
58 15 0
62 54 7
23 11 79
7 37 18
40 56 28
67 15 9
11 39 91
32 11 4
31 7 76
61 29 51
34 14 70
6 59 81
64 58 97
5 30 21
19 12 35
57 58 4
43 16 78
36 6 84
64 37 13
24 33 89
40 13 80
47 69 45
13 5 87
46 2 77
41 60 12
57 16 68
60 67 43
67 19 41
46 54 83
14 60 87
63 68 98
65 9 14
32 3 6
23 1 58
23 40 46
25 7 37
54 49 90
5 29 14
61 5 85
24 40 1
60 46 68
5 20 5
32 49 66
1 61 68
35 51 46
52 40 88
19 44 4
29 63 47
68 1 30
30 67 44
49 60 14
15 43 88
6 25 80
61 14 48
10 58 42
21 39 55
37 15 64
18 71 77
7 22 44
40 44 60
21 64 69
46 17 46
12 25 22
37 8 47
1 24 28
40 57 32
41 62 33
44 18 17
27 36 99
72 15 78
6 50 83
41 26 95
4 57 11
21 6 69
68 64 43
39 9 96
37 62 8
28 10 41
42 13 56
68 29 69
48 39 80
28 54 32
5 58 87
14 64 55
47 26 53
60 44 18
38 65 86
60 70 4
13 7 80
27 68 61
69 15 68
33 4 12
22 66 90
12 27 56
30 22 81
4 68 78
21 14 37
20 18 13
67 8 9
34 52 83
28 21 33
15 42 28
13 31 25
24 53 61
27 35 74
69 20 6
55 36 93
50 19 5
3 23 13
60 12 97
27 70 28
56 58 26
31 57 56
64 19 23
3 20 11
48 52 4
62 19 0
19 23 44
13 59 5
65 67 84
18 22 2
22 46 61
54 65 92
49 63 49
38 10 79
3 54 77
72 4 16
9 46 55
31 47 67
50 65 25
11 49 63
42 55 68
40 16 65
45 54 6
71 67 12
2 54 53
53 71 8
23 49 13
5 10 85
61 44 57
50 50 69
15 23 55
20 30 37
5 43 51
7 70 6
31 45 77
18 52 32
38 46 89
32 59 76
63 58 55
19 71 51
57 64 16
47 17 31
32 52 60
22 34 53
69 13 65
11 38 53
47 55 87
22 51 4
46 10 17
13 22 31
10 43 51
28 9 24
40 49 9
19 13 71
70 67 68
30 51 87
60 51 85
27 72 17
59 10 98
33 14 38
28 43 66
39 68 70
12 33 38
67 51 10
23 50 74
51 37 59
30 48 21
28 47 62
6 45 99
16 17 37
56 60 37
9 50 20
48 26 1
48 5 28
37 63 19
62 3 71
29 72 92
14 68 32
51 46 31
18 59 34
42 59 59
31 31 74
27 58 70
58 43 86
49 61 24
59 56 67
38 35 80
14 41 36
70 8 3
28 29 29
68 40 94
49 43 3
29 62 72
22 9 75
20 36 95
9 11 30
66 58 20
42 12 99
10 63 14
20 44 29
71 28 70
41 41 6
7 57 72
27 31 24
46 19 40
62 52 12
6 34 13
12 13 50
6 39 12
7 65 62
1 5 84
29 25 94
62 10 1
23 18 56
42 8 88
71 72 97
32 16 5
50 13 80
35 58 19
13 26 59
12 38 53
18 25 33
56 9 19
6 10 51
70 54 11
67 2 84
12 53 21
45 14 35
15 15 13
34 49 57
56 16 42
7 69 0
41 12 73
14 53 90
6 6 37
65 43 58
33 70 51
58 40 44
26 45 84
61 20 64
35 32 95
54 34 93
12 56 82
19 69 72
19 42 8
40 67 73
8 12 57
66 4 67
29 39 14
27 37 57
28 19 39
8 68 68
60 17 0
29 54 24
39 54 6
66 24 13
62 57 85
50 2 42
67 28 35
19 48 52
8 24 40
45 43 22
68 37 64
51 8 43
1 52 27
30 29 64
47 8 39
40 38 63
45 62 75
24 59 9
45 2 38
41 9 45
35 6 13
64 22 56
41 7 77
57 52 73
28 58 65
27 67 57
65 48 92
17 54 23
4 2 7
56 46 6
20 8 4
26 30 19
67 5 21
27 47 84
48 29 64
42 51 87
33 35 73
66 30 86
8 11 66
47 38 43
3 46 77
36 37 71
51 26 92
25 30 3
60 39 0
25 64 56
50 41 15
38 3 66
45 60 74
32 45 36
69 46 71
67 13 13
6 46 38
49 27 16
57 46 90
18 18 57
69 9 98
53 52 4
27 17 30
6 69 78
43 37 90
50 10 4
58 8 7
37 19 49
39 58 92
53 34 70
14 13 49
13 16 10
66 10 2
23 59 56
31 60 24
36 32 73
20 52 86
50 66 54
47 71 98
63 22 49
26 56 21
5 53 76
62 4 58
1 38 13
42 35 45
67 23 14
42 42 0
42 45 82
23 53 59
52 5 47
63 5 40
49 25 79
53 8 75
71 16 29
32 57 71
26 12 8
33 58 83
16 50 28
50 61 84
21 40 17
49 36 14
54 18 3
30 63 60
13 13 64
51 43 97
49 44 81
63 34 29
52 7 40
25 54 26
20 59 45
8 19 17
11 14 54
21 25 85
27 33 3
62 9 51
17 13 86
59 7 42
19 41 71
51 18 9
71 29 59
39 5 11
5 6 10
44 46 37
26 1 80
61 9 51
53 65 50
69 30 14
55 9 13
10 70 16
29 60 36
31 11 66
9 71 7
63 44 49
22 17 22
45 37 19
71 41 2
30 34 83
65 59 3
31 62 37
67 17 60
14 25 43
39 67 48
20 14 64
19 51 48
7 56 45
43 71 32
18 36 65
27 20 13
41 6 58
21 27 94
66 29 74
63 15 87
8 8 44
63 20 3
40 53 18
72 60 9
4 67 57
52 17 52
38 67 12
34 72 74
51 68 45
25 23 27
15 47 75
24 21 79
26 59 11
72 18 15
41 32 87
15 54 33
46 1 88
27 48 12
31 42 71
7 5 0
15 27 45
42 38 24
39 26 22
53 68 3
52 31 67
1 11 30
52 41 58
33 72 53
17 55 99
17 71 84
41 10 35
70 5 95
11 12 41
20 65 37
44 59 17
55 11 23
7 12 4
37 35 85
41 33 15
23 35 14
49 50 69
57 60 23
51 41 65
52 22 49
35 57 29
33 21 43
72 37 1
50 64 64
45 47 58
18 42 72
59 31 34
17 33 70
36 45 98
36 26 49
43 67 1
31 4 9
66 65 15
42 71 15
56 22 43
44 26 7
8 28 50
5 32 69
19 55 51
3 69 17
38 69 88
21 65 66
21 18 44
4 23 61
49 24 69
2 69 70
52 2 70
54 10 10
1 69 69
20 29 47
30 58 90
29 32 85
33 23 63
67 64 50
33 32 51
46 63 33
57 69 37
21 60 26
48 35 47
71 35 53
50 43 18
31 41 34
67 50 79
35 21 14
44 58 79
52 33 88
42 27 9
62 39 35
2 72 57
15 34 65
7 38 73
16 72 21
55 6 43
33 56 30
18 37 69
13 39 32
35 24 74
40 60 68
65 31 1
7 8 86
54 47 33
32 4 98
54 61 93
42 1 32
57 61 81
22 25 3
46 58 14
64 10 44
66 68 49
8 32 84
53 29 99
68 70 22
17 34 53
30 32 62
2 35 96
25 32 88
6 4 5
24 24 80
49 13 51
37 9 8
50 3 2
22 16 51
55 23 42
37 46 20
8 29 15
48 28 16
11 42 63
65 71 50
69 12 40
1 1 77
39 41 9
24 44 22
42 52 28
56 43 40
5 47 4
46 27 4
44 21 17
61 3 60
16 19 96
45 11 81
13 9 46
37 38 70
1 41 83
20 38 60
54 30 4
38 58 88
62 43 30
71 32 4
44 28 30
28 66 51
32 7 7
41 61 20
17 36 25
10 40 31
8 44 78
14 7 30
37 30 82
45 58 55
48 71 57
36 53 23
38 6 54
71 64 71
6 13 67
11 22 41
26 24 99
21 15 0
70 39 73
56 61 18
49 59 86
3 13 93
70 3 10
6 67 65
68 20 90
8 62 72
58 32 51
36 22 63
18 28 47
20 39 46
45 40 86
19 57 87
23 20 19
16 7 34
18 67 90
15 19 1
63 50 55
43 31 9
33 63 84
70 62 46
59 57 26
14 49 87
29 26 25
70 22 74
71 4 85
36 19 20
41 28 62
26 40 41
31 50 95
8 49 9
22 4 19
26 32 68
17 24 79
7 63 65
42 40 65
7 64 78
26 15 54
23 8 63
2 37 58
41 38 72
33 36 62
15 14 46
3 55 36
59 45 50
68 25 6
9 26 43
29 33 31
57 55 76
21 68 9
63 70 76
23 52 98
25 43 33
3 10 19
3 8 27
13 28 80
11 35 67
64 41 62
66 42 56
70 71 38
68 68 39
66 69 48
71 62 72
4 5 52
39 66 18
5 62 18
30 64 17
14 2 64
69 4 80
45 16 72
48 31 61
36 7 53
7 51 37
25 47 77
17 61 98
19 72 75
65 55 26
38 60 99
68 72 60
21 1 27
69 63 64
23 56 30
43 33 40
63 61 33
64 61 69
55 71 37
51 57 92
45 8 22
65 2 72
49 15 97
38 27 54
1 22 93
37 55 49
58 25 97
7 40 32
18 6 55
66 34 78
23 42 54
43 20 35
33 50 30
22 53 41
9 18 34
9 12 16
3 11 84
2 43 69
48 14 96
8 30 56
30 21 4
42 33 5
66 43 64
38 9 20
30 49 43
13 68 85
27 62 27
53 46 82
13 60 50
23 29 4
64 53 52
36 43 83
66 18 91
50 71 83
71 26 16
7 72 51
21 59 9
31 39 45
11 69 64
27 32 17
19 26 79
9 9 16
21 38 88
63 48 6
3 35 17
1 65 72
18 61 92
26 3 1
62 53 37
24 41 90
57 47 62
1 49 66
4 28 11
15 46 40
27 57 80
48 4 48
48 58 22
23 54 84
19 56 1
68 46 64
27 8 55
50 27 3
65 39 98
55 43 70
70 37 24
19 9 98
24 36 55
64 52 29
56 13 79
34 38 43
49 55 58
14 27 51
48 69 53
72 30 9
62 14 71
27 25 70
69 52 83
33 51 99
8 69 87
53 57 94
9 54 25
5 65 52
36 28 90
64 4 89
42 68 15
2 12 28
5 26 22
50 58 5
46 5 67
47 49 61
2 41 81
30 62 19
29 36 95
17 1 83
22 61 22
5 5 11
10 31 99
16 63 84
54 16 31
34 8 16
1 10 4
67 61 11
45 4 86
9 31 15
38 24 46
33 65 59
52 46 6
35 56 30
29 31 54
63 60 51
51 61 34
35 54 23
39 59 91
39 1 91
6 33 5
24 43 38
15 61 51
47 22 92
6 62 26
30 59 69
55 67 95
10 33 5
69 24 23
55 1 58
66 33 48
55 45 16
25 25 7
65 4 49
39 14 27
5 50 74
49 58 29
71 31 11
14 46 97
14 31 9
10 35 81
9 48 56
34 56 27
59 60 96
22 24 64
64 15 63
8 4 0
55 56 11
34 46 24
49 49 57
63 45 26
15 68 37
32 2 79
18 14 38
12 58 12
52 29 77
67 24 38
15 30 45
32 39 0
6 2 34
27 55 28
40 5 71
35 43 96
44 65 98
13 32 50
57 49 51
24 4 18
52 66 5
72 31 81
23 66 42
23 36 62
3 27 70
46 70 92
38 72 42
42 36 68
36 3 35
61 27 92
2 23 0
26 11 0
60 28 11
45 13 96
10 61 57
5 72 51
40 69 89
16 9 11
3 34 17
64 8 6
39 63 84
51 47 12
23 48 88
34 41 69
69 51 38
4 58 78
50 54 77
34 40 17
71 7 72
52 49 38
36 38 78
15 71 84
34 13 96
4 44 17
38 15 66
18 11 90
48 57 3
17 23 35
26 26 34
26 22 13
28 3 55
52 25 26
12 40 49
5 22 42
16 28 34
51 3 73
66 32 99
59 35 83
61 32 0
31 6 55
25 59 24
69 61 41
40 66 20
72 3 2
25 16 8
67 54 85
17 30 67
60 18 2
30 55 70
2 47 93
39 22 40
58 37 7
50 45 10
20 34 55
72 61 94
16 69 3
1 67 2
45 33 40
28 20 43
21 46 73
44 27 39
28 45 66
17 2 96
44 71 86
9 53 5
56 41 48
45 7 84
30 42 22
51 14 93
2 1 78
70 51 6
36 36 36
71 51 39
16 29 40
22 15 7
63 57 41
8 48 4
59 15 25
18 58 62
57 41 59
17 65 69
45 12 63
16 10 96
9 64 5
7 6 5
31 25 73
30 56 95
22 65 4
41 27 5
1 53 91
68 60 41
65 37 90
48 33 9
63 4 61
26 14 19
66 20 79
44 53 14
62 40 2
40 40 91
26 68 70
68 35 13
47 41 70
56 45 36
25 72 87
2 9 59
13 20 6
61 19 0
23 61 87
54 53 29
62 15 95
31 64 50
23 51 44
57 42 70
17 48 26
53 69 68
22 38 58
59 19 41
29 4 96
19 54 63
22 35 21
2 30 64
30 9 10
19 47 75
64 28 16
61 16 15
33 3 55
54 48 35
61 25 83
62 63 88
69 5 79
15 6 94
23 10 30
59 61 37
5 38 56
29 17 30
37 42 78
48 49 82
55 38 62
54 69 24
29 51 7
6 47 13
22 8 28
20 51 88
70 61 83
67 34 35
19 21 38
42 24 22
37 13 19
14 42 45
69 28 80
72 35 56
71 63 47
11 60 87
42 48 81
51 27 52
16 47 74
62 50 33
12 72 85
53 49 63
43 47 81
65 52 73
2 58 5
57 12 77
35 25 63
13 61 58
39 51 63
40 4 1
22 62 49
31 21 61
36 35 85
56 71 26
41 70 64
53 42 55
52 67 3
68 69 66
35 55 30
46 66 28
32 60 70
33 9 19
47 50 31
55 13 15
24 27 74
20 2 57
26 52 82
60 62 16
44 34 80
50 42 71
60 20 1
8 72 54
31 34 15
61 21 4
9 15 62
56 44 92
19 30 17
12 49 98
45 9 76
13 38 40
1 44 24
3 65 42
9 4 40
1 63 59
31 37 94
29 12 0
52 54 81
60 54 57
38 63 27
47 32 14
31 56 19
41 30 34
53 50 43
9 68 67
56 52 22
26 70 41
39 24 50
69 59 92
51 51 44
68 11 91
53 37 83
14 47 49
37 47 95
50 20 98
55 63 66
57 54 96
59 12 97
3 3 48
30 7 47
45 48 76
3 30 33
68 19 80
40 14 44
70 2 64
18 33 5
71 69 96
66 38 15
65 42 29
46 39 26
59 9 12
22 6 81
26 34 52
52 71 68
65 51 98
53 21 17
59 37 62
44 38 55
45 71 73
10 37 72
51 54 35
37 16 11
36 16 20
37 67 11
60 3 11
26 37 69
17 72 49
65 28 96
12 51 8
66 19 1
69 64 72
54 71 52
63 9 3
5 41 62
3 19 39
54 44 24
1 6 66
10 67 91
44 17 93
32 10 4
24 54 14
44 23 22
12 50 39
16 20 56
25 19 71
31 26 81
68 3 27
45 34 7
60 23 89
19 70 81
38 16 44
34 29 16
1 64 55
50 21 18
35 29 28
10 45 50
27 64 13
57 8 42
44 33 61
70 44 89
21 12 40
21 29 79
7 35 84
27 52 60
65 6 93
12 5 92
58 41 4
9 49 84
29 40 51
49 71 11
7 44 6
25 53 63
1 15 9
3 44 95
67 3 37
25 67 23
62 44 51
33 69 43
71 58 14
36 2 66
24 7 14
22 59 38
16 8 59
4 1 65
25 10 25
72 40 48
30 46 11
31 15 73
18 17 14
37 34 32
37 54 41
35 41 19
48 40 39
44 12 98
48 44 37
44 6 14
18 13 72
41 25 40
63 41 45
4 54 35
12 18 26
51 34 8
70 31 6
49 70 67
45 15 58
65 56 25
16 34 32
57 29 89
4 16 90
72 65 71
39 33 79
64 20 78
4 18 39
18 69 15
46 4 5
30 50 42
14 9 81
58 34 62
38 54 81
54 22 22
25 33 95
47 29 59
14 50 87
15 20 46
55 31 24
65 23 42
28 51 95
24 50 72
15 17 52
11 19 97
56 21 77
25 8 89
44 45 52
2 18 16
58 7 44
34 43 35
41 72 82
17 35 46
31 30 58
39 17 60
52 55 59
8 6 9
43 42 2
30 27 80
34 48 12
34 68 35
51 11 16
24 61 98
4 41 24
10 55 72
11 56 90
68 58 81
67 35 39
62 12 93
32 42 64
48 2 21
24 65 94
19 19 95
53 7 4
62 17 61
28 63 70
49 67 98
37 60 67
71 13 34
72 23 61
57 22 57
5 66 81
16 27 74
54 11 31
64 46 83
14 67 47
15 28 86
14 24 76
10 47 60
15 39 66
28 61 10
3 4 48
17 43 75
27 22 83
27 7 65
63 53 27
71 37 53
26 58 27
62 36 71
43 18 66
23 37 2
7 61 62
41 11 65
48 56 47
8 61 76
19 22 24
17 41 41
30 39 70
21 32 2
13 72 21
70 70 89
44 72 89
40 43 78
29 14 9
63 54 15
67 67 57
6 11 94
26 4 40
53 51 89
47 11 66
34 36 10
30 45 25
49 33 50
70 30 71
62 25 80
24 51 58
40 9 17
21 20 59
22 22
1 2 265
2 3 936
3 4 110
4 5 421
5 6 966
6 7 140
7 8 83
8 9 784
9 10 925
10 11 110
11 12 248
12 13 809
13 14 578
14 15 187
15 16 661
16 17 806
17 18 940
18 19 846
19 20 456
20 21 742
21 22 769
8 2 54
31 191
1 2 620
2 3 860
3 4 193
4 5 512
5 6 335
6 7 91
7 8 377
8 9 318
9 10 885
10 11 967
11 12 644
12 13 109
13 14 266
14 15 331
15 16 514
16 17 122
17 18 792
18 19 465
19 20 761
20 21 66
21 22 761
22 23 578
23 24 688
24 25 573
25 26 590
26 27 573
27 28 513
28 29 505
29 30 591
30 31 736
5 18 92
25 12 31
22 5 12
16 22 45
15 3 69
14 3 34
19 16 87
10 25 16
25 13 35
8 9 93
8 23 0
28 16 37
8 22 12
20 7 19
3 30 28
24 29 76
17 19 1
18 23 64
24 24 2
3 29 86
19 20 57
2 19 9
7 13 82
3 21 8
15 25 35
14 9 3
15 17 18
7 12 73
13 3 4
12 6 97
31 6 28
18 25 8
31 14 91
15 11 55
20 25 7
16 7 24
2 14 81
14 22 68
30 16 10
27 19 27
6 17 78
19 13 79
19 11 15
31 18 95
2 25 16
6 9 47
4 12 90
9 18 77
6 18 57
20 29 3
15 22 22
31 8 63
13 30 83
11 22 70
30 17 70
29 7 4
5 10 81
13 23 44
8 20 15
4 10 51
30 30 58
15 15 12
20 6 69
27 8 30
2 26 99
22 10 71
30 9 31
25 21 75
18 22 27
4 30 75
27 3 20
14 14 77
27 24 99
5 31 73
3 7 93
19 15 67
1 19 84
12 24 1
9 10 29
21 15 58
28 19 66
23 24 61
25 17 25
26 12 68
19 10 22
18 7 62
11 4 80
18 11 1
21 24 27
31 17 95
17 18 41
9 3 11
